dataset,method,run_id,epoch,train_box_loss,train_cls_loss,train_dfl_loss,train_loss,val_box_loss,val_cls_loss,val_dfl_loss,val_loss,precision,recall,map50,map50_95,learning_rate
NEU-DET,Full-SFT,neu_full_seed824_e50,34,1.35641,1.9431,1.5025,4.802009999999999,1.82554,2.58874,1.95648,6.37076,0.46734,0.5284,0.49904,0.24745,0.0002931852
NEU-DET,Full-SFT,neu_full_seed824_e50,35,1.35973,1.88335,1.49891,4.7419899999999995,1.78736,2.48216,1.92441,6.19393,0.57198,0.50111,0.52138,0.26014,0.0002637424
NEU-DET,Full-SFT,neu_full_seed824_e50,36,1.31022,1.83069,1.49987,4.6407799999999995,1.74499,2.43662,1.89637,6.07798,0.55089,0.53303,0.52336,0.26197,0.0002354508
NEU-DET,Full-SFT,neu_full_seed824_e50,37,1.32502,1.76075,1.48453,4.5703,1.74856,2.41066,1.90531,6.0645299999999995,0.55686,0.53339,0.53659,0.26564,0.00020842252
NEU-DET,Full-SFT,neu_full_seed824_e50,38,1.36546,1.84071,1.51493,4.7211,1.75308,2.31699,1.89614,5.96621,0.54451,0.52801,0.55247,0.27265,0.00018276392000000002
NEU-DET,Full-SFT,neu_full_seed824_e50,39,1.26475,1.67853,1.45127,4.394550000000001,1.76218,2.31866,1.88913,5.96997,0.60622,0.51417,0.55783,0.27259,0.00015857686
NEU-DET,Full-SFT,neu_full_seed824_e50,40,1.31224,1.76249,1.45402,4.52875,1.78193,2.35763,1.89365,6.0332099999999995,0.64156,0.51442,0.54819,0.26553,0.00013595559999999998
NEU-DET,Full-SFT,neu_full_seed824_e50,41,1.44882,2.21354,1.65191,5.3142700000000005,1.79735,2.34867,1.90445,6.05047,0.58226,0.5449,0.55719,0.26125,0.00011499046
NEU-DET,Full-SFT,neu_full_seed824_e50,42,1.37227,2.03868,1.55031,4.961259999999999,1.81138,2.33435,1.90808,6.05381,0.5738,0.54812,0.56157,0.25674,9.576338e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,43,1.41288,2.08958,1.55752,5.05998,1.81948,2.31836,1.9137,6.051540000000001,0.57336,0.5691,0.55306,0.25961,7.835094e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,44,1.29121,1.92315,1.48405,4.69841,1.80707,2.33391,1.91177,6.05275,0.562,0.58899,0.55475,0.2647,6.282162e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,45,1.32887,1.92641,1.53132,4.7866,1.7826,2.3346,1.9011,6.0183,0.55339,0.57295,0.56152,0.27529,4.923668e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,46,1.33085,2.0602,1.51868,4.90973,1.76946,2.32696,1.89374,5.99016,0.5544,0.58913,0.56768,0.28103,3.7649700000000006e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,47,1.32837,2.03893,1.53794,4.90524,1.74106,2.32096,1.87707,5.93909,0.55555,0.59188,0.5718,0.28674,2.8106460000000003e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,48,1.26948,1.98575,1.49319,4.74842,1.73009,2.31814,1.87244,5.92067,0.56556,0.59223,0.57586,0.28683,2.0644582e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,49,1.23541,1.91466,1.45731,4.60738,1.72832,2.33917,1.87266,5.94015,0.58853,0.59021,0.57359,0.287,1.5293522e-05
NEU-DET,Full-SFT,neu_full_seed824_e50,50,1.28307,1.86986,1.50975,4.66268,1.72389,2.3153,1.87276,5.911949999999999,0.58257,0.58173,0.57812,0.2923,1.2074455999999999e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,1,1.88405,3.83568,1.85049,7.57022,2.0635,4.2125,2.08961,8.36561,0.01094,0.57229,0.02901,0.00894,0.000132
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,2,1.55085,3.64615,1.69605,6.893050000000001,1.93488,4.15816,2.06138,8.15442,0.0082,0.75183,0.13071,0.04978,0.0002747316
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,3,1.69891,3.57017,1.8033,7.07238,1.96435,4.13249,2.08532,8.18216,0.00779,0.85416,0.12846,0.04898,0.00041636859999999996
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,4,1.62753,3.40698,1.78026,6.81477,2.25201,4.09278,2.30141,8.6462,0.00867,0.81793,0.11874,0.03835,0.0005560815999999999
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,5,1.65576,3.23761,1.75682,6.65019,2.23924,3.84952,2.42547,8.514230000000001,0.78485,0.03698,0.17894,0.06102,0.000693051
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,6,1.72567,3.18101,1.84001,6.746689999999999,2.29312,3.71912,2.546,8.55824,0.43751,0.16813,0.12121,0.04284,0.0008264796000000002
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,7,1.64531,2.8731,1.77214,6.2905500000000005,2.30876,3.68367,2.50551,8.49794,0.13619,0.29765,0.1367,0.0425,0.0009555866
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,8,1.72097,2.88499,1.82416,6.4301200000000005,2.21337,4.27485,2.40748,8.8957,0.23635,0.30819,0.1823,0.06291,0.0010481784
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,9,1.62097,2.6518,1.74456,6.01733,2.14418,4.84276,2.40268,9.38962,0.23882,0.37826,0.22042,0.08546,0.0010326484
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,10,1.70118,2.59659,1.82989,6.12766,2.06119,5.29715,2.29478,9.65312,0.28975,0.47244,0.2827,0.11386,0.0010152353999999999
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,11,1.69529,2.51611,1.784,5.995399999999999,2.0239,5.94766,2.24494,10.2165,0.29568,0.40413,0.27766,0.10152,0.0009960102
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,12,1.67062,2.59813,1.76729,6.03604,2.06455,4.71228,2.2085,8.985330000000001,0.25521,0.46898,0.26771,0.09501,0.0009750448
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,13,1.59238,2.45677,1.71726,5.7664100000000005,2.19156,5.2987,2.34454,9.8348,0.26006,0.51536,0.29492,0.10563,0.0009524233999999999
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,14,1.63111,2.2759,1.69822,5.605230000000001,2.02568,5.44341,2.25158,9.72067,0.33219,0.44636,0.31447,0.12982,0.0009282356
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,15,1.63086,2.47644,1.76124,5.86854,2.00783,6.39275,2.25029,10.65087,0.27064,0.46856,0.26429,0.11012,0.0009025774
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,16,1.54876,2.27916,1.70575,5.53367,1.97667,4.8606,2.25921,9.09648,0.28624,0.43439,0.2996,0.13014,0.0008755498
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,17,1.55831,2.26002,1.7055,5.52383,2.01008,4.35799,2.32063,8.688699999999999,0.4494,0.44604,0.35055,0.14947,0.0008472578
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,18,1.51784,2.26179,1.62565,5.40528,2.03548,4.01957,2.28584,8.34089,0.45289,0.49248,0.3509,0.1424,0.0008178155999999999
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,19,1.59383,2.2427,1.70142,5.53795,2.02967,3.55396,2.17421,7.75784,0.47379,0.47587,0.37281,0.145,0.0007873366
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,20,1.57269,2.18313,1.67107,5.42689,2.01575,3.24434,2.10804,7.36813,0.48813,0.46155,0.39209,0.15748,0.0007559434
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,21,1.50186,2.13078,1.61375,5.24639,2.1631,3.38413,2.20295,7.75018,0.35286,0.4695,0.34761,0.13021,0.0007237602
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,22,1.59646,2.10215,1.63915,5.33776,2.02536,3.36306,2.10112,7.48954,0.35839,0.46031,0.35839,0.15333,0.0006909108
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,23,1.48567,2.07388,1.58778,5.14733,1.92888,3.06176,2.04332,7.03396,0.37475,0.50225,0.40681,0.1732,0.0006575298000000001
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,24,1.52953,2.17952,1.69945,5.4085,1.90507,2.88889,2.06127,6.855230000000001,0.38253,0.53372,0.45995,0.1963,0.0006237440000000001
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,25,1.46944,2.01844,1.60729,5.09517,1.87475,2.95292,2.03498,6.86265,0.43082,0.54786,0.45127,0.19792,0.0005896887999999999
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,26,1.43319,1.94464,1.56625,4.94408,1.86407,2.78304,2.00083,6.64794,0.47573,0.48508,0.44132,0.19863,0.0005555
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,27,1.46427,2.00575,1.59179,5.0618099999999995,1.85083,2.70359,1.98205,6.5364700000000004,0.44843,0.5407,0.44839,0.20384,0.0005213106000000001
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,28,1.44056,1.9088,1.53998,4.88934,1.83025,2.6707,1.97263,6.47358,0.44319,0.54798,0.4542,0.20834,0.000487256
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,29,1.41139,2.05838,1.55712,5.02689,1.82278,2.64343,1.94956,6.41577,0.41224,0.53683,0.45944,0.21404,0.0004534706
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,30,1.35606,1.82538,1.48768,4.66912,1.80815,2.53641,1.93419,6.27875,0.44506,0.5189,0.46138,0.21122,0.0004200886
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,31,1.41684,1.92161,1.52342,4.86187,1.81189,2.55816,1.92804,6.29809,0.43011,0.53538,0.45616,0.20274,0.0003872404
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,32,1.35164,1.88688,1.52325,4.76177,1.83359,2.57051,1.96599,6.370089999999999,0.48242,0.49933,0.45822,0.20375,0.000355056
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,33,1.40427,1.99639,1.58631,4.98697,1.83384,2.56733,1.98113,6.382300000000001,0.48163,0.46354,0.45092,0.2033,0.00032366320000000004
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,34,1.40758,1.93512,1.53004,4.87274,1.85265,2.58085,1.97467,6.408169999999999,0.45704,0.50102,0.44366,0.20052,0.0002931852
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,35,1.32047,1.83962,1.45045,4.61054,1.85658,2.55182,1.96754,6.37594,0.43757,0.50543,0.45655,0.20953,0.0002637424
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,36,1.29395,1.81116,1.47181,4.576919999999999,1.84719,2.51617,1.95239,6.31575,0.41605,0.55481,0.4798,0.21982,0.0002354508
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,37,1.32954,1.73973,1.47569,4.54496,1.85192,2.5156,1.98686,6.35438,0.44465,0.57787,0.50108,0.23086,0.00020842252
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,38,1.39163,1.82144,1.51619,4.72926,1.86521,2.53635,1.99979,6.40135,0.46892,0.54203,0.49986,0.22929,0.00018276392000000002
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,39,1.27527,1.73068,1.453,4.45895,1.85784,2.61866,1.98446,6.46096,0.56735,0.49331,0.4898,0.22913,0.00015857686
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,40,1.34941,1.82207,1.50172,4.6732,1.8551,2.61997,1.96295,6.43802,0.59358,0.48825,0.48526,0.22314,0.00013595559999999998
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,41,1.44827,2.14031,1.65387,5.24245,1.84241,2.57294,1.9448,6.36015,0.59955,0.49072,0.50005,0.22275,0.00011499046
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,42,1.28587,1.98349,1.48417,4.75353,1.8153,2.54229,1.92925,6.28684,0.64442,0.48089,0.51515,0.23539,9.576338e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,43,1.35398,2.09514,1.53958,4.9887,1.79222,2.52245,1.91681,6.2314799999999995,0.67869,0.47839,0.5298,0.24282,7.835094e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,44,1.28145,2.00419,1.50734,4.79298,1.78207,2.5099,1.90973,6.2017,0.64624,0.50011,0.53208,0.24939,6.282162e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,45,1.28734,1.8373,1.53538,4.660019999999999,1.76741,2.49379,1.90359,6.16479,0.60164,0.51695,0.54439,0.24834,4.923668e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,46,1.28616,2.03927,1.48675,4.81218,1.76614,2.46828,1.90176,6.1361799999999995,0.59119,0.49534,0.53785,0.25099,3.7649700000000006e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,47,1.2898,1.97078,1.51657,4.77715,1.76475,2.45971,1.89501,6.11947,0.57265,0.50882,0.52927,0.25214,2.8106460000000003e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,48,1.2275,1.92028,1.50018,4.64796,1.75988,2.458,1.89196,6.10984,0.57177,0.49962,0.53125,0.25576,2.0644582e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,49,1.25908,1.8163,1.46928,4.54466,1.75739,2.46328,1.89484,6.1155100000000004,0.66023,0.48668,0.53321,0.25775,1.5293522e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e50,50,1.23853,1.93304,1.49,4.66157,1.75788,2.46719,1.88858,6.113650000000001,0.56422,0.50666,0.53722,0.25979,1.2074455999999999e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,1,2.00646,3.89015,1.98797,7.884580000000001,2.34562,4.38825,2.32357,9.05744,0.00665,0.37397,0.00539,0.00152,0.00010800000000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,2,1.82592,3.84701,1.93023,7.60316,2.53186,4.54241,2.47633,9.5506,0.00406,0.35186,0.0057,0.00197,0.00022478033333333335
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,3,1.94737,3.81508,2.02143,7.78388,2.51104,4.49413,2.45407,9.45924,0.00392,0.36699,0.03108,0.01071,0.0003406651666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,4,1.86289,3.77946,2.00147,7.64382,2.48582,4.39533,2.40132,9.28247,0.00557,0.42225,0.03749,0.01475,0.00045497533333333336
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,5,1.66607,3.65739,1.77201,7.09547,2.38785,4.32712,2.332,9.046969999999998,0.00767,0.58832,0.05264,0.02219,0.0005670423333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,6,1.74527,3.51377,1.83042,7.089460000000001,2.37554,4.2729,2.31306,8.961500000000001,0.00675,0.6397,0.08209,0.03453,0.0006762106666666668
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,7,1.64693,3.4189,1.77178,6.83761,2.3762,4.15935,2.30755,8.8431,0.74818,0.05556,0.11332,0.04705,0.0007818436666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,8,1.65404,3.28702,1.76868,6.70974,2.28142,3.91594,2.26529,8.46265,0.22786,0.08109,0.12487,0.05416,0.0008576001666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,9,1.5887,3.10189,1.71468,6.40527,2.16832,3.73495,2.19916,8.10243,0.31721,0.15162,0.13487,0.05936,0.0008448948333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,10,1.61978,3.03243,1.77463,6.42684,2.15066,3.77879,2.15482,8.08427,0.32984,0.17539,0.13518,0.06183,0.0008306478333333332
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,11,1.57494,2.93702,1.71165,6.22361,2.12575,3.81504,2.16068,8.101469999999999,0.14659,0.19597,0.1586,0.06624,0.0008149168333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,12,1.60416,2.82816,1.74854,6.18086,2.09915,3.8031,2.13315,8.035400000000001,0.37803,0.17611,0.17048,0.06858,0.0007977636666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,13,1.52926,2.74732,1.66418,5.94076,2.02618,3.70298,2.09306,7.82222,0.17714,0.26948,0.19653,0.08978,0.0007792553333333332
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,14,1.54387,2.562,1.64961,5.7554799999999995,2.02248,3.55389,2.08507,7.66144,0.21857,0.28782,0.23212,0.10598,0.0007594658333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,15,1.60654,2.79911,1.74334,6.14899,2.04124,3.45686,2.08247,7.58057,0.25603,0.34722,0.25326,0.11334,0.0007384723333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,16,1.54671,2.57121,1.70169,5.81961,1.98014,3.37687,2.04524,7.40225,0.3939,0.26119,0.28093,0.12635,0.0007163585
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,17,1.55886,2.52937,1.70464,5.792870000000001,1.934,3.31599,2.01664,7.266630000000001,0.24017,0.41565,0.26515,0.10785,0.0006932106666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,18,1.51115,2.51826,1.6234,5.652810000000001,1.8855,3.18543,2.02533,7.096260000000001,0.35116,0.42922,0.31751,0.14253,0.0006691211666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,19,1.54537,2.41573,1.67596,5.63706,1.83234,3.09263,2.01266,6.93763,0.36258,0.42978,0.35702,0.15873,0.0006441848333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,20,1.53542,2.39332,1.68379,5.6125300000000005,1.79647,3.12424,1.97131,6.89202,0.36434,0.42049,0.37494,0.16447,0.0006184996666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,21,1.47958,2.35081,1.64563,5.47602,1.79134,3.17594,1.94227,6.90955,0.36509,0.39467,0.3702,0.16662,0.0005921668333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,22,1.56293,2.33154,1.659,5.55347,1.76231,3.00461,1.90784,6.67476,0.35674,0.46392,0.3716,0.16721,0.000565291
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,23,1.52467,2.2629,1.5918,5.37937,1.74805,2.88018,1.90937,6.5376,0.35698,0.514,0.41255,0.18277,0.0005379785
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,24,1.49315,2.3184,1.64515,5.4567,1.76155,2.89591,1.90089,6.558350000000001,0.32916,0.52506,0.40133,0.17962,0.000510336
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,25,1.42228,2.21189,1.59689,5.23106,1.77464,2.93713,1.89443,6.606199999999999,0.37782,0.49163,0.39121,0.17326,0.000482473
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,26,1.43821,2.14365,1.55791,5.1397699999999995,1.77165,2.92798,1.8912,6.59083,0.43077,0.51856,0.40688,0.1807,0.00045450000000000004
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,27,1.50519,2.21375,1.61709,5.33603,1.75007,2.86687,1.88257,6.49951,0.49648,0.51488,0.44661,0.19591,0.00042652699999999995
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,28,1.46866,2.08547,1.55942,5.11355,1.746,2.72628,1.89602,6.3683,0.71329,0.40926,0.48712,0.21281,0.000398664
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,29,1.40463,2.14263,1.55789,5.10515,1.74061,2.69255,1.89141,6.32457,0.62461,0.47981,0.50078,0.22662,0.0003710215
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,30,1.40922,1.93598,1.50563,4.85083,1.72088,2.61835,1.88904,6.22827,0.68499,0.44237,0.505,0.23865,0.000343709
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,31,1.47649,2.17997,1.56223,5.2186900000000005,1.71015,2.61946,1.86958,6.199190000000001,0.47515,0.48622,0.51178,0.24476,0.00031683316666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,32,1.34362,1.99103,1.50263,4.83728,1.71964,2.58967,1.86269,6.172,0.47572,0.52353,0.5045,0.24166,0.00029050033333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,33,1.39176,2.14168,1.57387,5.10731,1.72403,2.54584,1.85643,6.1263000000000005,0.46291,0.52373,0.51331,0.24966,0.0002648151666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,34,1.42979,2.00786,1.52676,4.964409999999999,1.7301,2.53277,1.85638,6.11925,0.48565,0.51381,0.52783,0.25301,0.00023987883333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,35,1.40597,2.03128,1.48499,4.92224,1.72835,2.53518,1.85472,6.11825,0.52841,0.47736,0.53679,0.25582,0.00021578933333333335
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,36,1.35042,1.99791,1.4938,4.84213,1.73962,2.54695,1.86188,6.1484499999999995,0.59753,0.45324,0.52313,0.24734,0.0001926415
NEU-DET,V-PEFT,neu_vpeft_seed824_e50,37,1.36397,1.95932,1.48444,4.80773,1.74588,2.5428,1.87356,6.162240000000001,0.56031,0.46582,0.52283,0.24379,0.00017052760000000003
