dataset,parameter_reduction,accuracy_retention,accuracy_drop_vs_full,memory_saving,training_time_change,gpu_hour_change,memory_saving_seed824,memory_saving_seed825,memory_saving_seed826,memory_saving_all_seeds_positive,training_time_change_seed824,training_time_change_seed825,training_time_change_seed826,training_time_overhead_all_seeds,gpu_hour_change_seed824,gpu_hour_change_seed825,gpu_hour_change_seed826,full_map50_95_mean,vpeft_map50_95_mean,full_peak_gpu_memory_mib_mean,vpeft_peak_gpu_memory_mib_mean,full_elapsed_seconds_mean,vpeft_elapsed_seconds_mean
NEU-DET,0.763178918978585,0.962013562267756,0.012647007884272365,0.01158301158301156,0.13044792574283814,0.13044762511859576,0.01158301158301156,0.01158301158301156,0.01158301158301156,True,0.13002024685144287,0.13964156743617506,0.12176531476427987,True,0.13002033676630798,0.13964117507324092,0.12176473407324395,0.33293482198614355,0.3202878141018712,2652.16,2621.44,356.16766666666666,402.62899999999996
DeepPCB,0.763178918978585,0.7964958314669078,0.13199268771110662,0.012804097311139517,0.13366097353908502,0.13366085061627175,0.011494252873563093,0.01158301158301156,0.01532567049808431,True,0.11686675157854798,0.12024009156485405,0.16350105667831327,True,0.1168650952182908,0.12023991542993562,0.1635025252916258,0.6485994299897748,0.5166067422786682,2665.813333333333,2631.68,373.78399999999993,423.7443333333333
