dataset,method,run_id,epoch,train_box_loss,train_cls_loss,train_dfl_loss,train_loss,val_box_loss,val_cls_loss,val_dfl_loss,val_loss,precision,recall,map50,map50_95,learning_rate
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,14,1.6904,2.36977,1.11879,5.178959999999999,1.44969,2.36068,1.09605,4.90642,0.3308,0.48104,0.37207,0.19872,0.0006687072
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,15,1.59563,2.32272,1.126,5.04435,1.45064,2.30752,1.0981,4.85626,0.36103,0.46478,0.38958,0.21595,0.0006124154000000001
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,16,1.62066,2.22735,1.07857,4.9265799999999995,1.48244,2.36446,1.08647,4.93337,0.36112,0.42558,0.37439,0.18428,0.0005555
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,17,1.53685,2.22174,1.07599,4.83458,1.44808,2.29399,1.07491,4.81698,0.36308,0.46477,0.39727,0.20373,0.000498584
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,18,1.51438,2.18148,1.05671,4.75257,1.42556,2.19928,1.06874,4.69358,0.37884,0.48355,0.42537,0.2307,0.0004422922
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,19,1.58877,2.11041,1.06751,4.7666900000000005,1.42967,2.18646,1.06845,4.68458,0.39171,0.46285,0.42926,0.22801,0.0003872404
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,20,1.56606,2.18127,1.06728,4.81461,1.42099,2.19805,1.06436,4.6834,0.36326,0.50366,0.42099,0.22126,0.0003340318
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,21,1.42139,2.074,1.06661,4.561999999999999,1.3989,2.17081,1.05981,4.629519999999999,0.39398,0.50722,0.43607,0.23283,0.00028325000000000003
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,22,1.41177,2.02405,1.04945,4.48527,1.35978,2.10064,1.04897,4.50939,0.4383,0.53294,0.46734,0.26265,0.0002354508
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,23,1.43603,2.04351,1.07865,4.55819,1.33921,2.05624,1.04216,4.437609999999999,0.46879,0.54404,0.48969,0.28796,0.00019115824
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,24,1.39251,1.94984,1.06433,4.40668,1.3377,2.0415,1.04081,4.4200099999999996,0.48393,0.52825,0.49879,0.29441,0.00015085754
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,25,1.41271,1.97121,1.06062,4.44454,1.33833,2.04248,1.03889,4.4197,0.48501,0.5386,0.5007,0.29269,0.00011499046
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,26,1.39666,1.95377,1.04451,4.39494,1.3351,2.03871,1.03733,4.41114,0.48008,0.5469,0.5052,0.29156,8.394918e-05
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,27,1.36472,1.90225,1.03445,4.30142,1.33184,2.03142,1.03694,4.4002,0.47827,0.55383,0.50946,0.29393,5.80745e-05
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,28,1.36673,1.90678,1.03331,4.30682,1.3265,2.02219,1.03577,4.384460000000001,0.48133,0.55369,0.51219,0.29558,3.7649700000000006e-05
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,29,1.34064,1.88376,1.05006,4.27446,1.32461,2.01724,1.03627,4.37812,0.47699,0.56533,0.51335,0.29735,2.289862e-05
DeepPCB,Frozen Backbone,deeppcb_frozen_backbone_seed824,30,1.32971,1.92692,1.02972,4.28635,1.321,2.0128,1.03574,4.369540000000001,0.47814,0.5634,0.51585,0.30065,1.3982846e-05
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,1,3.7701,4.94806,2.25687,10.97503,3.4903,5.04925,2.30046,10.84001,0.00018,0.00802,1e-05,0.0,0.00010800000000000001
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,2,3.20682,4.83187,1.95364,9.99233,2.82795,4.8634,1.91087,9.602219999999999,0.00026,0.00976,1e-05,0.0,0.00022438983333333332
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,3,2.59743,4.58167,1.67964,8.858740000000001,2.23403,4.67831,1.54487,8.45721,0.00079,0.02506,6e-05,2e-05,0.000338301
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,4,2.26351,4.36637,1.48486,8.11474,1.75122,4.55685,1.28826,7.59633,0.00164,0.04766,0.00074,0.00018,0.0004478796666666667
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,5,2.22617,4.07368,1.42825,7.728100000000001,1.73061,4.4451,1.27324,7.44895,0.0014,0.05373,0.00111,0.00026,0.00055135
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,6,2.13169,3.81209,1.37745,7.32123,1.76964,4.17562,1.23498,7.18024,0.00735,0.23,0.02335,0.0103,0.0006470423333333333
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,7,1.9862,3.60401,1.28398,6.87419,1.70258,3.89206,1.17156,6.7661999999999995,0.01453,0.53488,0.0794,0.0385,0.0007334253333333334
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,8,2.01661,3.42587,1.2801,6.72258,1.62539,3.49167,1.16622,6.28328,0.46167,0.15171,0.11413,0.05951,0.0007855711666666667
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,9,1.89082,3.09542,1.25249,6.238729999999999,1.64519,3.19572,1.1962,6.03711,0.12806,0.29151,0.13025,0.06022,0.000752598
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,10,1.93047,2.99722,1.25758,6.18527,1.59276,3.07909,1.16385,5.8357,0.14713,0.32245,0.13686,0.06585,0.0007163585
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,11,1.82657,2.88976,1.20997,5.9263,1.56427,2.96156,1.17866,5.70449,0.18421,0.36797,0.17552,0.07713,0.00067725
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,12,1.80084,2.78585,1.19821,5.7849,1.51571,2.75216,1.17656,5.4444300000000005,0.21408,0.41211,0.22468,0.10788,0.0006357013333333333
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,13,1.7134,2.69085,1.18953,5.593780000000001,1.47349,2.59356,1.15214,5.21919,0.24549,0.37397,0.25302,0.127,0.0005921668333333333
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,14,1.81716,2.64161,1.21221,5.67098,1.49548,2.6018,1.14165,5.23893,0.26766,0.35074,0.2612,0.12369,0.0005471245
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,15,1.68741,2.59477,1.18151,5.463690000000001,1.52325,2.57916,1.14556,5.24797,0.28042,0.36459,0.27929,0.13449,0.0005010676666666666
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,16,1.7165,2.52868,1.14671,5.391889999999999,1.5674,2.6038,1.15323,5.3244299999999996,0.27699,0.4019,0.28062,0.12332,0.00045450000000000004
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,17,1.62945,2.46695,1.15062,5.24702,1.52351,2.50489,1.1442,5.172599999999999,0.29615,0.4188,0.31715,0.15363,0.00040793233333333333
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,18,1.63739,2.43018,1.13735,5.2049199999999995,1.43078,2.37252,1.11949,4.92279,0.31311,0.44613,0.34546,0.18436,0.00036187549999999995
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,19,1.68408,2.39224,1.1378,5.214119999999999,1.40957,2.31344,1.10754,4.83055,0.32413,0.45046,0.3503,0.18698,0.00031683316666666667
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,20,1.65507,2.43592,1.13727,5.22826,1.40845,2.30426,1.10077,4.81348,0.32313,0.47517,0.35216,0.18105,0.00027329866666666664
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,21,1.5571,2.42969,1.16178,5.14857,1.42857,2.29474,1.1066,4.82991,0.32999,0.46426,0.35981,0.18418,0.00023175
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,22,1.51,2.35172,1.11951,4.98123,1.46568,2.28724,1.12179,4.87471,0.33936,0.45839,0.3642,0.19031,0.0001926415
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,23,1.55264,2.39208,1.1542,5.09892,1.48494,2.29231,1.12973,4.90698,0.32976,0.47407,0.3642,0.18832,0.00015640203333333334
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,24,1.51993,2.32414,1.15113,4.9952,1.44353,2.27793,1.11024,4.8317,0.34606,0.44952,0.37027,0.19632,0.00012342878333333334
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,25,1.55084,2.289,1.13797,4.97781,1.40621,2.27175,1.09458,4.772539999999999,0.34822,0.45889,0.37249,0.20072,9.408320000000001e-05
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,26,1.49958,2.28472,1.11622,4.90052,1.38384,2.26572,1.08471,4.73427,0.34337,0.46193,0.37751,0.2045,6.868566666666667e-05
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,27,1.47059,2.25047,1.10894,4.83,1.37351,2.26396,1.08048,4.71795,0.34775,0.46982,0.38045,0.20416,4.7515499999999996e-05
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,28,1.45976,2.28584,1.10505,4.85065,1.36989,2.25635,1.07903,4.7052700000000005,0.34811,0.46484,0.38467,0.20645,3.08043e-05
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,29,1.44529,2.24156,1.1254,4.812250000000001,1.37425,2.26148,1.0797,4.7154300000000005,0.35534,0.46979,0.38491,0.20557,1.8735216666666666e-05
DeepPCB,V-PEFT,deeppcb_vpeft_seed824,30,1.46941,2.27894,1.116,4.86435,1.37138,2.25665,1.07918,4.70721,0.35421,0.47364,0.38542,0.20659,1.1440521666666669e-05
