dataset,method,run_id,epoch,train_box_loss,train_cls_loss,train_dfl_loss,train_loss,val_box_loss,val_cls_loss,val_dfl_loss,val_loss,precision,recall,map50,map50_95,learning_rate
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,57,1.26689,1.55927,1.41619,4.24235,1.8269,2.21691,1.96594,6.0097499999999995,0.47173,0.6016,0.54785,0.25673,0.00017453346
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,58,1.32554,1.57431,1.47387,4.37372,1.81075,2.19921,1.9604,5.9703599999999994,0.49107,0.59193,0.56368,0.2666,0.00015857686
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,59,1.26787,1.60868,1.41961,4.29616,1.80573,2.18389,1.96696,5.95658,0.52524,0.57245,0.57961,0.27151,0.00014331594
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,60,1.17201,1.50436,1.36479,4.04116,1.78708,2.17943,1.96671,5.93322,0.53477,0.56532,0.5884,0.2778,0.00012877898
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,61,1.2569,1.52586,1.43594,4.2187,1.77885,2.17345,1.96671,5.91901,0.51331,0.58438,0.59118,0.28295,0.00011499046
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,62,1.27738,1.57211,1.40589,4.25538,1.77285,2.17073,1.9633,5.90688,0.49318,0.58544,0.59598,0.28414,0.0001019744
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,63,1.22839,1.53579,1.40446,4.16864,1.77151,2.16804,1.96486,5.9044099999999995,0.74765,0.49613,0.58931,0.28243,8.975408e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,64,1.15296,1.49524,1.31859,3.96679,1.77442,2.15706,1.9552,5.88668,0.47629,0.59901,0.59143,0.28352,7.835094e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,65,1.27071,1.65779,1.41447,4.34297,1.77851,2.15509,1.95186,5.88546,0.49005,0.58741,0.58801,0.28219,6.778488e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,66,1.2084,1.6799,1.40183,4.2901299999999996,1.79363,2.16524,1.94791,5.90678,0.49383,0.60805,0.58404,0.28107,5.80745e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,67,1.19406,1.76662,1.39496,4.35564,1.79588,2.19811,1.94065,5.93464,0.49323,0.60189,0.57953,0.27793,4.923668e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,68,1.15371,1.5671,1.36263,4.08344,1.79633,2.20961,1.94268,5.94862,0.5004,0.61392,0.5844,0.27765,4.1287060000000004e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,69,1.20807,1.63585,1.43112,4.27504,1.80359,2.23453,1.94613,5.98425,0.49781,0.61946,0.58007,0.27481,3.42395e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,70,1.1704,1.57512,1.38392,4.12944,1.80382,2.23157,1.9478,5.98319,0.49745,0.60372,0.57725,0.27722,2.8106460000000003e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,71,1.10697,1.59963,1.35206,4.05866,1.80604,2.22891,1.95145,5.9864,0.4943,0.59522,0.58309,0.27892,2.289862e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,72,1.17596,1.59578,1.40685,4.17859,1.80627,2.22186,1.95014,5.97827,0.5088,0.59527,0.59084,0.28098,1.8625176e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,73,1.17363,1.61306,1.4277,4.21439,1.80381,2.22533,1.94865,5.97779,0.5167,0.58937,0.58846,0.27994,1.5293522e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,74,1.07498,1.5587,1.34169,3.97537,1.80455,2.22758,1.94807,5.9802,0.50811,0.59862,0.58993,0.28175,1.2909624e-05
NEU-DET,Frozen Backbone,neu_frozen_seed824_e75,75,1.18963,1.7062,1.44144,4.33727,1.80548,2.2279,1.95074,5.98412,0.50884,0.60016,0.58058,0.27966,1.1477620000000001e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,1,2.00646,3.89015,1.98797,7.884580000000001,2.34562,4.38825,2.32357,9.05744,0.00665,0.37397,0.00539,0.00152,0.00010800000000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,2,1.82438,3.84784,1.92973,7.60195,2.52667,4.53531,2.47502,9.537,0.0043,0.35556,0.00573,0.00199,0.00022490200000000002
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,3,1.95031,3.81492,2.02538,7.79061,2.55151,4.48485,2.4788,9.51516,0.00384,0.35539,0.02626,0.00985,0.000341406
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,4,1.85101,3.77628,1.99592,7.62321,2.442,4.4079,2.40554,9.25544,0.00689,0.50253,0.03803,0.01609,0.0004572081666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,5,1.67314,3.66784,1.78422,7.1251999999999995,2.46708,4.39851,2.3888,9.25439,0.00784,0.59542,0.04456,0.02091,0.0005720075000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,6,1.75005,3.5273,1.84112,7.11847,2.38825,4.29027,2.34177,9.02029,0.007,0.70504,0.08261,0.03191,0.0006855038333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,7,1.62755,3.4204,1.76909,6.81704,2.38597,4.16679,2.35017,8.90293,0.00662,0.76104,0.10611,0.04067,0.0007974035000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,8,1.66032,3.33149,1.78518,6.77699,2.2551,3.9477,2.30346,8.50626,0.43379,0.06672,0.12115,0.05166,0.0008809858333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,9,1.54469,3.10729,1.68358,6.33556,2.22401,3.77487,2.27574,8.274619999999999,0.15486,0.12887,0.11973,0.05049,0.0008752195000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,10,1.59552,3.0197,1.76666,6.38188,2.08444,3.59439,2.19394,7.872769999999999,0.13013,0.22473,0.13033,0.05362,0.0008687151666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,11,1.6421,2.97407,1.75292,6.36909,2.00242,3.60642,2.14237,7.75121,0.14925,0.22738,0.15601,0.0664,0.0008614846666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,12,1.67154,2.85771,1.79959,6.3288400000000005,1.9615,3.58989,2.07599,7.62738,0.16562,0.32875,0.19387,0.08153,0.0008535395
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,13,1.56966,2.76752,1.69344,6.03062,1.89449,3.71257,2.03583,7.6428899999999995,0.21058,0.33336,0.22412,0.09514,0.0008448948333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,14,1.55296,2.57716,1.6679,5.798019999999999,1.91215,3.67859,2.05395,7.644690000000001,0.25652,0.33866,0.25256,0.10125,0.0008355646666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,15,1.65615,2.80867,1.76764,6.2324600000000006,2.00141,3.69826,2.11132,7.810989999999999,0.2603,0.46436,0.26705,0.10461,0.0008255663333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,16,1.58176,2.59546,1.69482,5.87204,1.95359,3.66062,2.04144,7.65565,0.32118,0.47913,0.31559,0.12844,0.0008149168333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,17,1.54534,2.56241,1.69781,5.80556,1.90079,3.32145,2.00215,7.22439,0.36591,0.41801,0.34746,0.14475,0.0008036351666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,18,1.54516,2.49037,1.66452,5.700049999999999,1.85926,3.15537,2.00076,7.01539,0.43214,0.41998,0.39578,0.16284,0.0007917415
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,19,1.57319,2.40109,1.69819,5.672470000000001,1.86475,3.15534,2.02393,7.04402,0.61224,0.36827,0.39905,0.17409,0.0007792553333333332
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,20,1.55673,2.35914,1.7071,5.6229700000000005,1.86321,3.18931,2.01689,7.0694099999999995,0.59308,0.43295,0.39434,0.16922,0.0007661998333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,21,1.52191,2.28271,1.67212,5.4767399999999995,1.83697,3.2887,1.98206,7.107729999999999,0.59873,0.42009,0.4037,0.17594,0.000752598
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,22,1.55739,2.28242,1.65007,5.489879999999999,1.75754,2.99728,1.92239,6.6772100000000005,0.39984,0.49653,0.38428,0.17682,0.0007384723333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,23,1.46036,2.18845,1.57183,5.22064,1.75016,2.79488,1.90919,6.45423,0.37177,0.48326,0.39337,0.18519,0.0007238491666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,24,1.5312,2.31899,1.68021,5.530399999999999,1.76878,2.75302,1.89176,6.41356,0.35807,0.48926,0.38929,0.17766,0.0007087528333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,25,1.48139,2.18764,1.63514,5.30417,1.81836,2.82739,1.89676,6.54251,0.35066,0.49643,0.36492,0.15708,0.0006932106666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,26,1.4435,2.17099,1.58376,5.19825,1.86988,3.01424,1.92073,6.80485,0.36382,0.51597,0.3588,0.15625,0.00067725
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,27,1.50049,2.18034,1.60772,5.288550000000001,1.89207,3.15151,1.92835,6.97193,0.49588,0.48092,0.37346,0.16751,0.0006608986666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,28,1.47788,2.08621,1.56321,5.1273,1.86698,2.82,1.91886,6.605840000000001,0.56324,0.44015,0.39578,0.18185,0.0006441848333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,29,1.45079,2.07977,1.58017,5.11073,1.80054,2.68888,1.88894,6.37836,0.62411,0.44063,0.46639,0.21683,0.0006271380000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,30,1.39145,1.89202,1.51229,4.7957600000000005,1.75743,2.62863,1.87437,6.2604299999999995,0.68192,0.44296,0.50034,0.23004,0.0006097888333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,31,1.46367,2.13747,1.55387,5.15501,1.77686,2.67841,1.87872,6.33399,0.68277,0.42755,0.48448,0.22566,0.0005921668333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,32,1.37204,1.98944,1.534,4.89548,1.77419,2.62992,1.87851,6.28262,0.54723,0.53842,0.48339,0.22588,0.0005743036666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,33,1.44637,2.09499,1.61521,5.15657,1.75615,2.52848,1.87688,6.16151,0.44617,0.57308,0.49973,0.23236,0.0005562305000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,34,1.44878,2.05396,1.54826,5.051,1.71097,2.47078,1.87292,6.05467,0.61958,0.52502,0.51567,0.24347,0.0005379785
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,35,1.40454,1.97785,1.49432,4.87671,1.70395,2.49417,1.88211,6.08023,0.65029,0.4844,0.52723,0.2463,0.00051958
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,36,1.36545,1.91325,1.49472,4.77342,1.69759,2.4787,1.88419,6.06048,0.58856,0.50416,0.51366,0.23525,0.0005010676666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,37,1.3406,1.90413,1.47452,4.719250000000001,1.69826,2.47232,1.8871,6.05768,0.59835,0.53381,0.50938,0.23426,0.000482473
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,38,1.47607,1.93691,1.56684,4.97982,1.71246,2.48499,1.85971,6.05716,0.55931,0.55944,0.50735,0.23236,0.0004638295
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,39,1.30512,1.80925,1.48378,4.59815,1.73461,2.52442,1.84933,6.10836,0.57647,0.53648,0.4984,0.23047,0.00044517049999999995
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,40,1.3922,1.92736,1.49188,4.81144,1.71138,2.51612,1.82279,6.05029,0.61485,0.49584,0.50064,0.23114,0.00042652699999999995
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,41,1.4022,1.90613,1.54314,4.85147,1.68795,2.4813,1.82623,5.99548,0.56733,0.52111,0.50256,0.24028,0.00040793233333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,42,1.32111,1.8712,1.49348,4.68579,1.68264,2.44995,1.83976,5.97235,0.63322,0.52101,0.53045,0.24984,0.00038941999999999997
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,43,1.40175,1.79887,1.51666,4.71728,1.67652,2.40041,1.8374,5.91433,0.45377,0.59262,0.54377,0.25361,0.0003710215
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,44,1.38424,1.83692,1.52449,4.74565,1.6933,2.35481,1.84169,5.8898,0.4435,0.57176,0.5584,0.26079,0.00035276949999999996
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,45,1.34285,1.795,1.43542,4.57327,1.70095,2.33055,1.84349,5.87499,0.74259,0.5094,0.56564,0.25977,0.00033469633333333337
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,46,1.35301,1.78701,1.47888,4.6189,1.71692,2.32014,1.84715,5.88421,0.77661,0.49591,0.57058,0.26095,0.00031683316666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,47,1.24846,1.69534,1.43419,4.3779900000000005,1.71563,2.30353,1.84688,5.86604,0.7765,0.48869,0.5619,0.26485,0.00029921116666666665
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,48,1.30081,1.7642,1.42445,4.48946,1.69476,2.27142,1.8331,5.7992799999999995,0.44827,0.58538,0.58514,0.27444,0.00028186199999999997
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,49,1.30173,1.8762,1.50403,4.68196,1.69794,2.26038,1.8217,5.78002,0.53686,0.55054,0.5956,0.27687,0.0002648151666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,50,1.37047,1.75591,1.51021,4.63659,1.70718,2.25299,1.82412,5.7842899999999995,0.55874,0.54383,0.59335,0.27422,0.00024810133333333335
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,51,1.27028,1.76945,1.45176,4.49149,1.72152,2.26287,1.83396,5.81835,0.56162,0.53628,0.59726,0.27096,0.00023175
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,52,1.35511,1.7644,1.51021,4.62972,1.71295,2.25006,1.8243,5.78731,0.62368,0.52619,0.59723,0.27527,0.00021578933333333335
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,53,1.37787,1.82932,1.49251,4.6997,1.70485,2.2417,1.81499,5.76154,0.62444,0.51205,0.58662,0.27191,0.00020024716666666666
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,54,1.30545,1.74842,1.42063,4.4745,1.69365,2.22563,1.8065,5.72578,0.61589,0.51321,0.59068,0.27458,0.00018515083333333333
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,55,1.40796,1.75048,1.48397,4.64241,1.69479,2.22171,1.80924,5.72574,0.49509,0.58018,0.58886,0.275,0.00017052760000000003
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,56,1.26883,1.70656,1.4206,4.39599,1.68386,2.23002,1.80001,5.71389,0.50423,0.58158,0.59056,0.27656,0.00015640203333333334
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,57,1.29555,1.69712,1.45245,4.44512,1.67576,2.23112,1.80199,5.70887,0.48306,0.61241,0.58593,0.27394,0.00014280021666666668
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,58,1.35418,1.73879,1.5131,4.60607,1.67448,2.22969,1.80466,5.70883,0.5105,0.575,0.58003,0.27206,0.00012974471666666665
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,59,1.33728,1.79703,1.46111,4.59542,1.66356,2.20753,1.79702,5.66811,0.48044,0.57509,0.57799,0.27687,0.00011725845000000001
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,60,1.26353,1.69236,1.43523,4.39112,1.65851,2.19765,1.79786,5.65402,0.48001,0.60229,0.57594,0.27992,0.00010536481666666667
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,61,1.30806,1.66952,1.47854,4.456119999999999,1.65311,2.17962,1.79369,5.6264199999999995,0.48657,0.58136,0.5825,0.28179,9.408320000000001e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,62,1.35611,1.75813,1.46869,4.582929999999999,1.64335,2.17096,1.78993,5.60424,0.77775,0.48194,0.58398,0.28618,8.34336e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,63,1.34027,1.73361,1.46813,4.542009999999999,1.6406,2.17002,1.79099,5.60161,0.48891,0.60895,0.59115,0.28837,7.343521666666667e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,64,1.24675,1.66976,1.37785,4.294359999999999,1.64457,2.16588,1.79398,5.604430000000001,0.47838,0.59925,0.58749,0.28895,6.410538333333333e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,65,1.34427,1.84856,1.46356,4.65639,1.6347,2.15398,1.7863,5.57498,0.4939,0.59114,0.59774,0.29224,5.546041666666666e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,66,1.34652,2.09391,1.50564,4.946070000000001,1.62264,2.13932,1.76751,5.52947,0.76339,0.48384,0.59705,0.29418,4.7515499999999996e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,67,1.48969,2.24076,1.60293,5.33338,1.62023,2.18339,1.75458,5.5582,0.75973,0.49109,0.58875,0.28404,4.028455e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,68,1.38257,2.02351,1.52857,4.93465,1.62959,2.19103,1.75342,5.57404,0.81812,0.48025,0.58274,0.28172,3.378031666666667e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,69,1.34255,2.02485,1.52091,4.88831,1.64593,2.22844,1.75969,5.63406,0.75082,0.48852,0.57515,0.27549,2.8014133333333337e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,70,1.45209,2.02898,1.5898,5.07087,1.64654,2.25347,1.76419,5.6642,0.73982,0.49609,0.56778,0.27334,2.2996183333333332e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,71,1.27324,1.92353,1.47259,4.66936,1.64458,2.24697,1.76285,5.6544,0.75567,0.49551,0.56731,0.27247,1.8735216666666666e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,72,1.38677,1.95424,1.55943,4.90044,1.64678,2.24241,1.76247,5.65166,0.739,0.49602,0.56795,0.27136,1.5238796666666668e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,73,1.39226,2.04348,1.59179,5.0275300000000005,1.64593,2.2439,1.76139,5.65122,0.73642,0.49445,0.56782,0.27045,1.2512884999999999e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,74,1.29781,1.97668,1.51576,4.79025,1.64473,2.24533,1.76049,5.65055,0.7407,0.48165,0.5638,0.27178,1.0562403333333335e-05
NEU-DET,V-PEFT,neu_vpeft_seed824_e75,75,1.37412,2.17612,1.57953,5.129770000000001,1.65291,2.26464,1.764,5.6815500000000005,0.72847,0.4944,0.56262,0.27036,9.39078e-06
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,1,3.6333,4.89734,2.15136,10.682,3.20435,4.84515,1.92207,9.97157,0.00054,0.0184,2e-05,1e-05,0.000132
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,2,2.49804,4.47049,1.49852,8.46705,1.91378,4.40226,1.21112,7.52716,0.00736,0.14208,0.00271,0.0007,0.0002748804
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,3,2.06084,4.08577,1.29977,7.4463799999999996,1.71369,4.33502,1.12231,7.1710199999999995,0.012,0.27073,0.00965,0.00232,0.0004172742
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,4,1.95471,3.71859,1.20062,6.873919999999999,1.64201,4.11191,1.06163,6.81555,0.01819,0.52137,0.05503,0.02057,0.0005588104
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,5,1.91126,3.35012,1.14584,6.40722,1.61552,3.89446,1.08739,6.597370000000001,0.08403,0.35926,0.08416,0.02904,0.0006991208000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,6,1.84458,3.08026,1.15376,6.0786,1.6205,3.60088,1.07236,6.29374,0.45353,0.1004,0.11703,0.04876,0.0008378376
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,7,1.77059,2.86238,1.11407,5.74704,1.55036,3.3474,1.08299,5.98075,0.13159,0.18097,0.13498,0.05987,0.0009746048000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,8,1.7996,2.75112,1.14721,5.69793,1.63302,3.09901,1.13424,5.86627,0.17304,0.31639,0.17393,0.07488,0.0010767612
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,9,1.69226,2.49563,1.14023,5.328119999999999,1.49967,2.91152,1.09523,5.506419999999999,0.33423,0.3882,0.24983,0.11911,0.0010697122
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,10,1.66763,2.43674,1.11567,5.220039999999999,1.54833,2.63126,1.1221,5.301690000000001,0.38005,0.60938,0.36972,0.194,0.0010617634
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,11,1.64697,2.24025,1.1257,5.01292,1.5203,2.51405,1.1142,5.14855,0.40407,0.60053,0.3992,0.20527,0.0010529256000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,12,1.67444,2.17624,1.13084,4.98152,2.15909,2.98653,1.32332,6.46894,0.24135,0.34264,0.18189,0.05122,0.001043214
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,13,1.57474,2.13327,1.10147,4.80948,1.77659,2.43123,1.22292,5.43074,0.38603,0.47586,0.38747,0.16806,0.0010326484
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,14,1.66813,2.11975,1.11591,4.903789999999999,2.44929,2.94993,1.44477,6.84399,0.31056,0.27396,0.19758,0.05544,0.0010212456
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,15,1.57564,2.13055,1.11706,4.82325,1.97866,2.64254,1.26437,5.8855699999999995,0.40069,0.40952,0.32624,0.13373,0.0010090251999999998
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,16,1.56353,2.02602,1.08583,4.6753800000000005,2.73262,3.30119,1.56083,7.59464,0.18449,0.15135,0.0857,0.01969,0.0009960102
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,17,1.49321,1.93462,1.08583,4.51366,2.02236,2.47991,1.31908,5.821349999999999,0.46051,0.49061,0.4359,0.15488,0.0009822216
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,18,1.60104,1.90058,1.10368,4.6053,2.20646,2.53707,1.35841,6.10194,0.35697,0.40976,0.3387,0.0931,0.0009676849999999999
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,19,1.50095,1.86689,1.05912,4.42696,2.48707,2.86324,1.43661,6.78692,0.20402,0.25587,0.14865,0.0333,0.0009524233999999999
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,20,1.51228,1.95794,1.0762,4.54642,2.00723,2.49663,1.25788,5.76174,0.39388,0.41694,0.36087,0.11338,0.0009364672000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,21,1.46044,1.8946,1.05663,4.41167,1.97925,2.43878,1.24268,5.66071,0.41437,0.40627,0.35747,0.1091,0.000919842
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,22,1.37973,1.84341,1.02697,4.250109999999999,1.40179,1.83109,1.07782,4.310700000000001,0.58131,0.62211,0.63282,0.34301,0.0009025774
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,23,1.49769,1.73727,1.06362,4.29858,1.64915,1.90256,1.16518,4.71689,0.59099,0.60428,0.62834,0.27683,0.0008847038
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,24,1.36801,1.72216,1.06795,4.158119999999999,1.251,1.66218,1.05428,3.96746,0.65015,0.6481,0.68423,0.41753,0.0008662542000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,25,1.44407,1.66781,1.04823,4.16011,1.54039,1.77373,1.12976,4.44388,0.63226,0.61607,0.64619,0.30686,0.0008472578
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,26,1.38481,1.64044,1.0315,4.05675,1.34433,1.65018,1.06717,4.06168,0.67811,0.6336,0.69443,0.38576,0.00082775
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,27,1.3162,1.59251,1.04723,3.95594,1.22343,1.5674,1.04059,3.8314199999999996,0.64463,0.66467,0.7212,0.4567,0.0008077644
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,28,1.35045,1.61068,1.04882,4.00995,1.4985,1.72439,1.10521,4.3281,0.65831,0.64791,0.70667,0.3527,0.0007873366
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,29,1.31551,1.57588,1.02766,3.91905,1.51235,1.69096,1.11342,4.31673,0.6756,0.66117,0.71051,0.35156,0.000766502
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,30,1.27813,1.50237,1.02317,3.80367,1.32691,1.51723,1.06793,3.9120700000000004,0.74024,0.6712,0.74818,0.44496,0.0007452982
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,31,1.2856,1.47157,1.02127,3.7784400000000002,1.58771,1.63854,1.14699,4.37324,0.72158,0.66198,0.72663,0.34996,0.0007237602
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,32,1.24705,1.42987,1.00555,3.68247,1.59942,1.62446,1.14675,4.37063,0.72743,0.67096,0.73285,0.32712,0.0007019266
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,33,1.28632,1.44638,1.00343,3.73613,1.49959,1.52885,1.12042,4.14886,0.76338,0.69369,0.76745,0.38085,0.0006798378
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,34,1.29441,1.40366,1.01677,3.7148399999999997,1.35518,1.43784,1.09559,3.8886100000000003,0.77356,0.68913,0.77007,0.44982,0.0006575298000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,35,1.33648,1.37182,1.02441,3.73271,1.59655,1.55402,1.1423,4.292870000000001,0.75113,0.68425,0.75056,0.34683,0.0006350418
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,36,1.37203,1.40487,1.03742,3.8143200000000004,1.65221,1.55907,1.14122,4.3525,0.73931,0.71639,0.75533,0.33133,0.0006124154000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,37,1.23402,1.32116,0.99456,3.54974,1.16626,1.36663,1.00723,3.54012,0.73924,0.73345,0.7885,0.51312,0.0005896887999999999
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,38,1.35817,1.32732,1.03486,3.72035,1.25486,1.35987,1.0277,3.64243,0.77798,0.72293,0.79932,0.49002,0.0005669022000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,39,1.2758,1.32283,0.9883,3.5869299999999997,2.00903,1.66333,1.25974,4.9321,0.7516,0.65487,0.72343,0.25372,0.0005440972
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,40,1.40838,1.3218,1.04357,3.7737499999999997,1.81267,1.60223,1.19572,4.61062,0.77736,0.69659,0.78419,0.31427,0.0005213106000000001
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,41,1.22543,1.26359,0.97549,3.4645099999999998,1.15663,1.26633,1.01432,3.43728,0.82181,0.7379,0.83236,0.54492,0.000498584
DeepPCB,Full-SFT,deeppcb_full_seed824_e75,42,1.42015,1.27689,1.02377,3.72081,1.16075,1.24727,1.01819,3.42621,0.82442,0.74266,0.83436,0.54757,0.00047595779999999994
