dataset,full_map50_95,vpeft_map50_95,trainable_parameter_reduction_percent,memory_saving_percent,training_time_change_percent,accuracy_drop_map50_95,accuracy_retention_ratio,accuracy_retention_percent
NEU-DET,0.25744452354132374,0.20425124418261242,76.3178918978585,1.158301158301156,12.60466286626578,0.05319327935871132,0.7933796430120099,79.337964301201
DeepPCB,0.42937637491592173,0.21166030635173602,76.3178918978585,1.1494252873563093,14.830887578912154,0.2177160685641857,0.4929481888545504,49.29481888545504
