dataset,method,run_id,epoch,train_box_loss,train_cls_loss,train_dfl_loss,train_loss,val_box_loss,val_cls_loss,val_dfl_loss,val_loss,precision,recall,map50,map50_95,learning_rate,last_5_epoch_mean,previous_5_epoch_mean,delta,best_epoch,best_metric,last_epoch_metric,convergence_status
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,66,1.37169,1.45317,1.03672,3.86158,1.63767,1.57854,1.13382,4.35003,0.70491,0.68085,0.73435,0.33355,0.00025224733333333336,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,67,1.3675,1.47302,1.02729,3.8678099999999995,1.3443,1.43299,1.05333,3.8306199999999997,0.74758,0.68694,0.77178,0.43736,0.00023987883333333334,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,68,1.30843,1.44706,1.0153,3.77079,1.19895,1.34738,1.02236,3.56869,0.73009,0.71955,0.78645,0.50363,0.00022772166666666668,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,69,1.34701,1.44147,1.02751,3.8159899999999998,1.19391,1.33352,1.02153,3.54896,0.72954,0.71965,0.78921,0.50878,0.00021578933333333335,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,70,1.4925,1.49535,1.041,4.02885,1.17631,1.32271,1.01575,3.5147699999999995,0.73372,0.72171,0.79421,0.51776,0.000204092,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,71,1.39579,1.45632,1.0306,3.8827100000000003,1.38865,1.40318,1.06778,3.85961,0.75372,0.70938,0.78402,0.44265,0.0001926415,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,72,1.27317,1.40097,1.01329,3.68743,1.63819,1.50539,1.13689,4.28047,0.74737,0.69854,0.7607,0.35884,0.00018145,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,73,1.28859,1.41884,0.98942,3.69685,1.61662,1.48612,1.12743,4.230169999999999,0.74202,0.705,0.76523,0.36874,0.00017052760000000003,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,74,1.26247,1.40971,1.01081,3.68299,1.4515,1.41527,1.07919,3.94596,0.77483,0.70304,0.78329,0.42343,0.00015988588333333334,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,75,1.29478,1.41081,1.01652,3.72211,1.31494,1.36167,1.04575,3.72236,0.76861,0.70634,0.79235,0.47421,0.0001495341,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,76,1.28659,1.42574,1.03512,3.7474499999999997,1.26167,1.33882,1.03291,3.6334,0.77035,0.71755,0.79954,0.49399,0.00013948385,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,77,1.32849,1.39177,1.01588,3.73614,1.27338,1.3392,1.03497,3.64755,0.75323,0.72725,0.79913,0.49019,0.00012974471666666665,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,78,1.3315,1.4056,1.00731,3.74441,1.36615,1.36921,1.05587,3.79123,0.74797,0.72331,0.79344,0.45346,0.00012032558333333332,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,79,1.32483,1.42962,1.01258,3.76703,1.45162,1.40884,1.07796,3.93842,0.73035,0.72872,0.7878,0.42052,0.00011123633333333332,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,80,1.33915,1.38846,1.01066,3.73827,1.47539,1.42064,1.08464,3.98067,0.72872,0.7247,0.78683,0.40945,0.00010248576666666667,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,81,1.32943,1.40985,1.01791,3.75719,1.45488,1.41082,1.07922,3.9449199999999998,0.73379,0.73434,0.79345,0.42038,9.408320000000001e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,82,1.30289,1.36384,1.00341,3.67014,1.33878,1.34724,1.04941,3.73543,0.74564,0.73647,0.8008,0.46356,8.603560000000001e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,83,1.2592,1.40238,1.01138,3.67296,1.28545,1.32833,1.03783,3.6516100000000002,0.73271,0.74106,0.80298,0.48264,7.835191666666667e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,84,1.33541,1.4014,1.01299,3.7498000000000005,1.25388,1.31392,1.03098,3.59878,0.74777,0.73095,0.80263,0.49408,7.103941666666667e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,85,1.29199,1.38247,1.01168,3.68614,1.2913,1.32627,1.04019,3.6577599999999997,0.76422,0.7169,0.79925,0.48164,6.410538333333333e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,86,1.28438,1.3386,0.99663,3.61961,1.34149,1.34008,1.05318,3.73475,0.77292,0.71861,0.79864,0.46514,5.755661666666666e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,87,1.31435,1.40691,1.02483,3.7460899999999997,1.39908,1.3591,1.06754,3.8257200000000005,0.76423,0.72385,0.79771,0.44565,5.139953333333334e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,88,1.23777,1.37056,1.00014,3.60847,1.47601,1.395,1.08846,3.95947,0.76964,0.71717,0.79238,0.41665,4.564033333333333e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,89,1.32312,1.47495,1.04485,3.8429200000000003,1.51361,1.42145,1.09856,4.03362,0.76927,0.71223,0.78593,0.40364,4.028455e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,90,1.26725,1.31861,1.02074,3.6066000000000003,1.50183,1.42406,1.09507,4.02096,0.76693,0.70554,0.78184,0.40619,3.53376e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,91,1.21731,1.3156,1.0264,3.55931,1.50553,1.45462,1.09589,4.05604,0.76155,0.68971,0.77446,0.40165,3.08043e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,92,1.22943,1.34747,1.02106,3.5979600000000005,1.49616,1.472,1.09356,4.06172,0.7438,0.69834,0.76928,0.40242,2.668915e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,93,1.17142,1.31093,1.00812,3.4904699999999997,1.48328,1.48043,1.0902,4.05391,0.74494,0.69547,0.76623,0.40554,2.2996183333333332e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,94,1.32345,1.36651,1.05176,3.74172,1.4506,1.47357,1.08162,4.00579,0.7522,0.68961,0.76607,0.41583,1.9729083333333334e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,95,1.21011,1.32735,1.03832,3.57578,1.50949,1.5108,1.09808,4.1183700000000005,0.74398,0.68945,0.75659,0.39541,1.6891018333333334e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,96,1.25129,1.34133,1.03044,3.62306,1.5175,1.52284,1.10069,4.14103,0.73853,0.68878,0.75266,0.39088,1.4484856666666667e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,97,1.28083,1.33631,1.02252,3.63966,1.47069,1.50393,1.08753,4.06215,0.74406,0.69263,0.76012,0.40752,1.2512884999999999e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,98,1.20764,1.33175,1.01837,3.55776,1.512,1.52438,1.09865,4.13503,0.73493,0.69231,0.75331,0.39242,1.0977118333333333e-05,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,99,1.23168,1.35127,1.02266,3.6056100000000004,1.53036,1.52979,1.10349,4.16364,0.73405,0.69207,0.75276,0.38647,9.879111666666666e-06,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
DeepPCB,V-PEFT,deeppcb_vpeft_seed824_e100,100,1.24614,1.35031,1.03337,3.6298199999999996,1.5595,1.54089,1.11178,4.21217,0.73525,0.68794,0.75113,0.37931,9.21986e-06,0.39132,0.40417,-0.012849999999999973,70,0.51776,0.37931,CONVERGED_OR_PLATEAU
