dataset,trainable_parameter_reduction_percent,full_map50_95,vpeft_map50_95,accuracy_drop_vs_full,accuracy_retention_ratio,accuracy_retention_percent,memory_saving_percent,training_time_change_percent,gpu_hour_change_percent
NEU-DET,76.3178918978585,0.29008233569077096,0.23793668634520096,0.052145649345570005,0.8202384532605339,82.02384532605339,1.158301158301156,16.08747161615163,16.087620048798467
DeepPCB,76.3178918978585,0.5323696932952585,0.3631331591525668,0.16923653414269174,0.6821071216598515,68.21071216598516,1.1494252873563093,9.256062432327528,9.256270768723862
