dataset,trainable_parameter_reduction_percent,full_map50_95,vpeft_map50_95,accuracy_drop_vs_full,accuracy_retention_ratio,accuracy_retention_percent,memory_saving_percent,training_time_change_percent,gpu_hour_change_percent
NEU-DET,76.3178918978585,0.32419127725947944,0.2933383623370134,0.030852914922466057,0.9048311380143282,90.48311380143282,1.158301158301156,12.238526381517323,12.23858429340472
DeepPCB,76.3178918978585,0.5950826497992149,0.4633379393164864,0.13174471048272846,0.7786110710383171,77.8611071038317,1.1494252873563093,10.879284649776476,10.878995629717924
