dataset,sample_size,method,seed,map50_95,map50,precision,recall,trainable_parameters,total_parameters,peak_gpu_memory_mib,training_seconds,gpu_hours,run_id,metrics_path,metrics_sha256,checkpoint_path,checkpoint_sha256,source,status
NEU-DET,10,Full-SFT,826,0.1333085386942851,0.33134248383378123,0.4226716468164084,0.3801402117195678,2590994,2591010,2682.88,191.215,0.05311533,neu_10_full_seed826_e100,smoke/c3/p2/logs/neu_10_full_seed826_e100/metrics.json,1c06b8e38a349553d743b475bc3e764daefd6ed95ad901334f746c7b62de69f3,smoke/c3/p2/artifacts/neu_10_full_seed826_e100/weights/best.pt,40d00fefae85a668009e99606fcc2330b0f9bc71517cbf22341e274458d36acc,reused_verified_existing_full_or_frozen,PASS
NEU-DET,10,V-PEFT <=10%,824,0.055892543686266484,0.1431796812216898,0.16866346066903978,0.1544418773540859,195410,2772770,2600.96,210.806,0.05855727,final_neu_10_vpeft_b250k_predictors_seed824_e100,smoke/c3/completion/logs/final/final_neu_10_vpeft_b250k_predictors_seed824_e100/metrics.json,4dc1326d24fb56170f269609c1ef7a0be768f4e0cabb202c60f94acaf5a63167,smoke/c3/completion/artifacts/final/final_neu_10_vpeft_b250k_predictors_seed824_e100/weights/best.pt,2a20161565405202c09dc52cdd46c76eeb9de71adf40af00849d464f7c88d663,new_selected_efficiency_matrix,PASS
NEU-DET,10,V-PEFT <=10%,825,0.07647673498388258,0.17238628770793007,0.260336455520193,0.196251721066635,195410,2772770,2600.96,210.85,0.05856937,final_neu_10_vpeft_b250k_predictors_seed825_e100,smoke/c3/completion/logs/final/final_neu_10_vpeft_b250k_predictors_seed825_e100/metrics.json,952503d592572dfafd12b5cac16172a90ec8ff64ec121f8819c110d46618ccef,smoke/c3/completion/artifacts/final/final_neu_10_vpeft_b250k_predictors_seed825_e100/weights/best.pt,6d6533a1b0251f17fcd355e0287076bd31278b19d7dba136c0648f635dbc3c57,new_selected_efficiency_matrix,PASS
NEU-DET,10,V-PEFT <=10%,826,0.09687253431586974,0.21788626000866232,0.6046885101399232,0.21407497390580896,195410,2772770,2600.96,227.804,0.06327886,final_neu_10_vpeft_b250k_predictors_seed826_e100,smoke/c3/completion/logs/final/final_neu_10_vpeft_b250k_predictors_seed826_e100/metrics.json,df56ff5dad0981ed709fefafaf594d7aaad25eefe1bea6716819b27209f88829,smoke/c3/completion/artifacts/final/final_neu_10_vpeft_b250k_predictors_seed826_e100/weights/best.pt,956434cac98dcd48d5d70dfdf81792a07ea20a8f7d2e821671e46d0473064df1,new_selected_efficiency_matrix,PASS
NEU-DET,50,Frozen Backbone,824,0.22367304237417793,0.48152174648827345,0.4586725881862186,0.5265297354811956,1225522,2591010,1710.08,241.417,0.0670602,neu_50_frozen_seed824,smoke/c3/p2/logs/neu_50_frozen_seed824/metrics.json,7bd77231656fb76b82eadfd6b836c59707dc3e1cbc07f98efd12ab317e937091,smoke/c3/p2/artifacts/neu_50_frozen_seed824/weights/best.pt,6abac9975f09fea3b2e17effbfbf39fdac2fe1341148c07b745149f5546bc7c0,reused_verified_existing_full_or_frozen,PASS
NEU-DET,50,Frozen Backbone,825,0.21562872913172765,0.4611847407674284,0.41952401070628537,0.5396022825678396,1225522,2591010,1710.08,237.814,0.06605951,neu_50_frozen_seed825_e100,smoke/c3/p2/logs/neu_50_frozen_seed825_e100/metrics.json,c1082714fa635c90b1c91b822e8cc41fbce579a1803740ada7abaf67e932a120,smoke/c3/p2/artifacts/neu_50_frozen_seed825_e100/weights/best.pt,0ca49bddbe6cfcf95335fe19d70ec4580e854123db800b9b494ae1074d38ddee,reused_verified_existing_full_or_frozen,PASS
NEU-DET,50,Frozen Backbone,826,0.21916783572854262,0.48736688714482174,0.4092695655652236,0.5699072315754944,1225522,2591010,1710.08,240.703,0.06686185,neu_50_frozen_seed826_e100,smoke/c3/p2/logs/neu_50_frozen_seed826_e100/metrics.json,11d944a76de85848cf4e2c3d44dc1fd49d7b7d5e710218a53b161c1c24855c80,smoke/c3/p2/artifacts/neu_50_frozen_seed826_e100/weights/best.pt,96dbc79f4368d4a8de08642c3a9de6e9957f5523538ac4886b45bf09019c0b86,reused_verified_existing_full_or_frozen,PASS
NEU-DET,50,Full-SFT,824,0.27933154709227803,0.5550510631251292,0.5071978738289356,0.5653082263351177,2590994,2591010,2682.88,267.608,0.07433555,neu_50_full_seed824,smoke/c3/p2/logs/neu_50_full_seed824/metrics.json,fc3d428cb42a870901d454e25782e36038ae5a338a492870142dfb1e27a9d923,smoke/c3/p2/artifacts/neu_50_full_seed824/weights/best.pt,d0a06278c61c3931ce281e887d22e5b55d660498bbc9855befd7b6ee454ade6b,reused_verified_existing_full_or_frozen,PASS
NEU-DET,50,Full-SFT,825,0.25907652005287524,0.5568702274097155,0.5123436128672351,0.5884644388063948,2590994,2591010,2682.88,268.349,0.07454144,neu_50_full_seed825_e100,smoke/c3/p2/logs/neu_50_full_seed825_e100/metrics.json,6cccdd48e98fdb4662cba3a67fbcb59d5bb7a58a7d14e3965162240ee86c33ff,smoke/c3/p2/artifacts/neu_50_full_seed825_e100/weights/best.pt,e8bcc8d8070faaf1617aee3a54db22d6f33b1ba3838911403152c83a0038cb1c,reused_verified_existing_full_or_frozen,PASS
NEU-DET,50,Full-SFT,826,0.26755359212612245,0.5620922185229364,0.5547573070003156,0.5378241002322349,2590994,2591010,2682.88,273.829,0.07606351,neu_50_full_seed826_e100,smoke/c3/p2/logs/neu_50_full_seed826_e100/metrics.json,7fbdf5f5b73264f21f6621b78ef9f6afd5a49af7ae22937cdfc594754e8d55a9,smoke/c3/p2/artifacts/neu_50_full_seed826_e100/weights/best.pt,058df01fd94607baefcd7eec2e6152e3016e8f72033857b383f40c89e14b770c,reused_verified_existing_full_or_frozen,PASS
NEU-DET,50,V-PEFT <=10%,824,0.17531899414539925,0.37101991614862645,0.36172688109969936,0.4681068361927981,195410,2772770,2600.96,288.691,0.08019204,final_neu_50_vpeft_b250k_predictors_seed824_e100,smoke/c3/completion/logs/final/final_neu_50_vpeft_b250k_predictors_seed824_e100/metrics.json,952ab36181a5cd27a9a6032153181abd677b0552126303f9edb39a1fcfe395bf,smoke/c3/completion/artifacts/final/final_neu_50_vpeft_b250k_predictors_seed824_e100/weights/best.pt,849f5fd16271f2214baf9964eb42ce55721d4c6c1da99fe828209651caea4e34,new_selected_efficiency_matrix,PASS
NEU-DET,50,V-PEFT <=10%,825,0.1663639818024161,0.3522887392933758,0.37282237231474996,0.4538430489400633,195410,2772770,2600.96,297.349,0.08259685,final_neu_50_vpeft_b250k_predictors_seed825_e100,smoke/c3/completion/logs/final/final_neu_50_vpeft_b250k_predictors_seed825_e100/metrics.json,bf2840fd6714421cc32fecdb86a89e4ae85a5788bb15102a79146025bf23caac,smoke/c3/completion/artifacts/final/final_neu_50_vpeft_b250k_predictors_seed825_e100/weights/best.pt,647d2983bed0b2af86a5d35decc35eb0725d2080683a1cba5ba583b9ae1e9bf6,new_selected_efficiency_matrix,PASS
NEU-DET,50,V-PEFT <=10%,826,0.20018829305078667,0.3945267317800785,0.5800745746895432,0.3949493299079662,195410,2772770,2600.96,285.216,0.07922659,final_neu_50_vpeft_b250k_predictors_seed826_e100,smoke/c3/completion/logs/final/final_neu_50_vpeft_b250k_predictors_seed826_e100/metrics.json,8adc46758626d733a914da6734997da9fac0b2f415faf3e06ca6b99c16c8b4ef,smoke/c3/completion/artifacts/final/final_neu_50_vpeft_b250k_predictors_seed826_e100/weights/best.pt,66c6fc67d065500ec9418a8680ea89f0241c37dfee6511aaa6a97e5b55e54b06,new_selected_efficiency_matrix,PASS
NEU-DET,100,Frozen Backbone,824,0.29013037345959347,0.5736110191056554,0.4912692192153698,0.586196661857234,1225522,2591010,1699.84,317.399,0.08816633,neu_frozen_seed824_e100,smoke/c3/p1/logs/neu_frozen_seed824_e100/metrics.json,8ac7c3b7de26111810a3184518e37f6dc68cf73337899a3d54356ab46a7f7354,smoke/c3/p1/artifacts/neu_frozen_seed824_e100/weights/best.pt,9023c29898ff9480b07f86bd456c3175e7f88fb2f245b0bb6f1c559e73998ba3,reused_verified_existing_full_or_frozen,PASS
NEU-DET,100,Frozen Backbone,825,0.3014284378647265,0.5813821883646177,0.5317413958756801,0.5867359926399452,1225522,2591010,1699.84,333.687,0.09269073,neu_frozen_seed825_e100,smoke/c3/p1/logs/neu_frozen_seed825_e100/metrics.json,ce46c26dd7bcb4724709d90546e7fb405553b0e7c0610f172fa9acb0d20ff10e,smoke/c3/p1/artifacts/neu_frozen_seed825_e100/weights/best.pt,1f1ddb72d92fc69318d297c8d32ee4767c4029326b92969f559d2e890d439c6c,reused_verified_existing_full_or_frozen,PASS
NEU-DET,100,Frozen Backbone,826,0.288936696618746,0.5756156370170821,0.5466410345369451,0.5606347207339393,1225522,2591010,1699.84,324.274,0.09007614,neu_frozen_seed826_e100,smoke/c3/p1/logs/neu_frozen_seed826_e100/metrics.json,a73f1f92d3783bd290cd8ef1d9194bd098c6af054bc5abcc65831c1fc220e9a0,smoke/c3/p1/artifacts/neu_frozen_seed826_e100/weights/best.pt,70438258909196af9fb5d56797842e5b962d4d80b9b8eab8648fe873f3763892,reused_verified_existing_full_or_frozen,PASS
NEU-DET,100,Full-SFT,824,0.329271082024551,0.6400595003656631,0.5926559916754542,0.6448380052175213,2590994,2591010,2652.16,349.684,0.09713442,neu_full_seed824_e100,smoke/c3/p1/logs/neu_full_seed824_e100/metrics.json,b0b0faaa4d1afd6744cb2ca794422fd1464cbc15322ace6e1530ad515c9c6daf,smoke/c3/p1/artifacts/neu_full_seed824_e100/weights/best.pt,64544d58e0cb9331244022288738e429c4fb9555556bf38a7df2dd7ebcbbd4ab,reused_verified_existing_full_or_frozen,PASS
NEU-DET,100,Full-SFT,825,0.3369660971664654,0.6369415093548864,0.6430517421371478,0.5626202989414949,2590994,2591010,2652.16,357.501,0.09930581,neu_full_seed825_e100,smoke/c3/p1/logs/neu_full_seed825_e100/metrics.json,a58c90e3641e96312d89fa4dbb068a200d57e2badbfa3712a9f97ee95c112eda,smoke/c3/p1/artifacts/neu_full_seed825_e100/weights/best.pt,03dce18365106be6a8b7348255e6dbdc640043b38f92448f3d8fe918c1e428fb,reused_verified_existing_full_or_frozen,PASS
NEU-DET,100,Full-SFT,826,0.3325672867674142,0.6363486812378666,0.5513602632128839,0.6451096267883724,2590994,2591010,2652.16,361.318,0.10036617,neu_full_seed826_e100,smoke/c3/p1/logs/neu_full_seed826_e100/metrics.json,0250d63a38a6847c6e650ab070e310782ee2929c87f6a2badd088ddc353041a0,smoke/c3/p1/artifacts/neu_full_seed826_e100/weights/best.pt,55e2662abffa455d1120a0d41623dbeb3239dc37a16dc3ed843777498ef6e641,reused_verified_existing_full_or_frozen,PASS
NEU-DET,100,V-PEFT <=10%,824,0.27642285994719684,0.5485416787729255,0.5257677335116174,0.5471493296177441,195410,2772770,2590.72,411.086,0.11419043,final_neu_100_vpeft_b250k_predictors_seed824_e100,smoke/c3/completion/logs/final/final_neu_100_vpeft_b250k_predictors_seed824_e100/metrics.json,a6eee2fc20c916a31e53b930677f39954ca54d18eea781f5c72765da62f8fa9b,smoke/c3/completion/artifacts/final/final_neu_100_vpeft_b250k_predictors_seed824_e100/weights/best.pt,381d4b05b65f8922e7027617026abdbc2035307d3e4709a102398799a71d7221,new_selected_efficiency_matrix,PASS
NEU-DET,100,V-PEFT <=10%,825,0.3035252632021195,0.589588156763479,0.5666092118179535,0.5488906024953025,195410,2772770,2580.48,398.837,0.11078797,final_neu_100_vpeft_b250k_predictors_seed825_e100,smoke/c3/completion/logs/final/final_neu_100_vpeft_b250k_predictors_seed825_e100/metrics.json,bbcc14707b9c101118281f0a6960d9351ceba8bf378c102542842493d2209205,smoke/c3/completion/artifacts/final/final_neu_100_vpeft_b250k_predictors_seed825_e100/weights/best.pt,f277f366eac31696e80607c5ce150d8dd27a62ff7d84269b579d84733196f67a,new_selected_efficiency_matrix,PASS
NEU-DET,100,V-PEFT <=10%,826,0.31579422648310634,0.571566447341676,0.6682286919192825,0.5093633003167267,195410,2772770,2590.72,401.932,0.11164769,final_neu_100_vpeft_b250k_predictors_seed826_e100,smoke/c3/completion/logs/final/final_neu_100_vpeft_b250k_predictors_seed826_e100/metrics.json,01c24fd79361be21a4c0036babe0b5897b05eec007727fc381a89e3d3dab5a90,smoke/c3/completion/artifacts/final/final_neu_100_vpeft_b250k_predictors_seed826_e100/weights/best.pt,caae2bc81082a24339e381f60255c1430d34a8b74324255b33854aeb1cfe158d,new_selected_efficiency_matrix,PASS
NEU-DET,500,Frozen Backbone,824,0.3859145787103497,0.6857505053234415,0.6211521551060577,0.6607346256438503,1225522,2591010,1699.84,1031.904,0.28664002,neu_500_frozen_seed824,smoke/c3/p2/logs/neu_500_frozen_seed824/metrics.json,2e63d059659b9a85c5561b62a87c77c609a40eefc2703e8d1223db41e46babc5,smoke/c3/p2/artifacts/neu_500_frozen_seed824/weights/best.pt,87cebcdbc015239acaf9e14580644e625183c8cfc1269feea287d28be201345b,reused_verified_existing_full_or_frozen,PASS
NEU-DET,500,Frozen Backbone,825,0.37548912967243275,0.6807494819814192,0.6518982443198641,0.6435468853352547,1225522,2591010,1699.84,1032.432,0.28678678,neu_500_frozen_seed825_e100,smoke/c3/p2/logs/neu_500_frozen_seed825_e100/metrics.json,ebe56415d7fd0d39a0dc0582e2eb8967b20ee286938be945ceba6a0dc8c6e991,smoke/c3/p2/artifacts/neu_500_frozen_seed825_e100/weights/best.pt,e85c5f5cb1440b42c7873588fe7e591b3f3589f97d95c37ffe67fab5dd4fec4b,reused_verified_existing_full_or_frozen,PASS
NEU-DET,500,Frozen Backbone,826,0.36935994956905793,0.6717801678414039,0.604327224760205,0.6400157975401239,1225522,2591010,1699.84,1047.825,0.29106237,neu_500_frozen_seed826_e100,smoke/c3/p2/logs/neu_500_frozen_seed826_e100/metrics.json,28025eec92545ba0561c5de0cf0809b5f3f79a180baf35cc92720417b14d8ddd,smoke/c3/p2/artifacts/neu_500_frozen_seed826_e100/weights/best.pt,9416721fb5e8340e2e6b405e87905b094dee502b58c367c43a9ef0c05cfbd422,reused_verified_existing_full_or_frozen,PASS
NEU-DET,500,Full-SFT,824,0.39563138850644375,0.7170237317271698,0.6620388504649312,0.6511964941399915,2590994,2591010,2652.16,1159.268,0.32201895,neu_500_full_seed824,smoke/c3/p2/logs/neu_500_full_seed824/metrics.json,4855d3707bac4ba61ae0048f44337e15c5a2ebe4c68fdca1e27067738f7e4264,smoke/c3/p2/artifacts/neu_500_full_seed824/weights/best.pt,e5f56d925edfa6e86c831962841ae0186de89cc413ec62b0daff25f47cf7293d,reused_verified_existing_full_or_frozen,PASS
NEU-DET,500,Full-SFT,825,0.4059320546513069,0.7159495027920384,0.6601500742523564,0.6499005781063697,2590994,2591010,2652.16,1184.699,0.32908295,neu_500_full_seed825_e100,smoke/c3/p2/logs/neu_500_full_seed825_e100/metrics.json,d33c70bafeb41d858d193b52173786e898fca05f0cd4f8ef5a0c0809a4f84f54,smoke/c3/p2/artifacts/neu_500_full_seed825_e100/weights/best.pt,973bdf88e97e5461c1d784bf761b1251b9267b9f425c438afa2a02313c84c7c2,reused_verified_existing_full_or_frozen,PASS
NEU-DET,500,Full-SFT,826,0.396971418289455,0.7166208552529553,0.6465744611650377,0.6784136994519349,2590994,2591010,2652.16,1177.506,0.32708501,neu_500_full_seed826_e100,smoke/c3/p2/logs/neu_500_full_seed826_e100/metrics.json,6aeae192aa5ff63319ed66a4e5d02fa98472a2c6a0b37474cb52939f1b7fe535,smoke/c3/p2/artifacts/neu_500_full_seed826_e100/weights/best.pt,fecaa63826153b695076e496394ec9d53bdab96d00085fcecc5813ccaa9b8cfe,reused_verified_existing_full_or_frozen,PASS
NEU-DET,500,V-PEFT <=10%,824,0.3710362743372114,0.6650460604935245,0.5325206348518706,0.6848243555502299,195410,2772770,2590.72,1243.418,0.34539376,final_neu_500_vpeft_b250k_predictors_seed824_e100,smoke/c3/completion/logs/final/final_neu_500_vpeft_b250k_predictors_seed824_e100/metrics.json,bd6f781a70d8ab66a5b4cd8903b77ca23819bed37d161a380977de85f53007c1,smoke/c3/completion/artifacts/final/final_neu_500_vpeft_b250k_predictors_seed824_e100/weights/best.pt,fa46fd21c120bec90271f46931d3ebb7909e910f9731357629e74a85a5466cee,new_selected_efficiency_matrix,PASS
NEU-DET,500,V-PEFT <=10%,825,0.37169901812455153,0.6800605206254192,0.6766936885712119,0.609049907704965,195410,2772770,2590.72,1209.582,0.33599494,final_neu_500_vpeft_b250k_predictors_seed825_e100,smoke/c3/completion/logs/final/final_neu_500_vpeft_b250k_predictors_seed825_e100/metrics.json,3c9e07dfad647d7fadd9d4d5de8d26a56979a0265bc47faeb0f9f77df8be439c,smoke/c3/completion/artifacts/final/final_neu_500_vpeft_b250k_predictors_seed825_e100/weights/best.pt,80ef702429c97dd13244295260e4f445f1906c19ec3c827e4b13779e1ad87005,new_selected_efficiency_matrix,PASS
NEU-DET,500,V-PEFT <=10%,826,0.36609576984651376,0.6666992014178184,0.6094667516014299,0.6607596983176937,195410,2772770,2580.48,1223.082,0.33974501,final_neu_500_vpeft_b250k_predictors_seed826_e100,smoke/c3/completion/logs/final/final_neu_500_vpeft_b250k_predictors_seed826_e100/metrics.json,b7e4a7e500fd3b9abf0b96906e5c5ca4b469c86dd73edd31793e9789470a3d27,smoke/c3/completion/artifacts/final/final_neu_500_vpeft_b250k_predictors_seed826_e100/weights/best.pt,54e60a4047377f4191169d609486a961c581b86c3511ea0d9a7871b7acdb9e55,new_selected_efficiency_matrix,PASS
