epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
1,3.13774,3.86573,4.99685,2.31591,0.00047,0.01213,0.00028,4e-05,3.60517,5.06713,2.37256,6e-05,6e-05,6e-05,3e-05,0.00012
2,5.39793,3.58145,4.83126,1.98901,0.00317,0.03686,0.00853,0.00367,3.22392,4.9003,2.04054,0.000129968,0.000129968,0.000129968,6.49841e-05,0.000259936
3,7.99707,3.09746,4.58691,1.75838,0.00437,0.05523,0.01215,0.00279,2.54287,4.62352,1.58289,0.000199805,0.000199805,0.000199805,9.99023e-05,0.000399609
4,10.6402,2.52026,4.41558,1.51323,0.00351,0.06778,0.00498,0.00129,2.0819,4.48951,1.34274,0.000269407,0.000269407,0.000269407,0.000134703,0.000538814
5,13.2886,2.30039,4.26524,1.39491,0.00644,0.20788,0.02514,0.00602,1.807,4.47212,1.22975,0.000338673,0.000338673,0.000338673,0.000169336,0.000677346
6,15.9304,2.3838,4.22614,1.3978,0.0089,0.3168,0.05754,0.01777,1.72126,4.43385,1.17594,0.000407501,0.000407501,0.000407501,0.000203751,0.000815003
7,18.8189,2.14825,3.99527,1.29095,0.00888,0.37251,0.02813,0.00665,1.69142,4.34379,1.13434,0.000475791,0.000475791,0.000475791,0.000237896,0.000951583
8,21.3406,2.05489,3.81048,1.23066,0.00918,0.41509,0.05809,0.014,1.71061,4.25693,1.12956,0.000543443,0.000543443,0.000543443,0.000271722,0.00108689
9,23.8752,1.96428,3.64321,1.1923,0.01083,0.50998,0.09389,0.02864,1.71422,4.1153,1.12726,0.000610358,0.000610358,0.000610358,0.000305179,0.00122072
10,26.4551,1.99672,3.52254,1.17613,0.01316,0.5967,0.07788,0.0296,1.66627,3.91815,1.13233,0.000676438,0.000676438,0.000676438,0.000338219,0.00135288
11,29.2071,1.79471,3.2522,1.15729,0.4596,0.14892,0.093,0.02974,1.71508,3.70147,1.198,0.000741587,0.000741587,0.000741587,0.000370794,0.00148317
12,31.7271,1.90886,3.07223,1.23459,0.46284,0.24389,0.11722,0.0381,1.73999,3.55151,1.22308,0.000805711,0.000805711,0.000805711,0.000402855,0.00161142
13,34.3237,1.9064,3.01396,1.22127,0.4754,0.28371,0.14602,0.05893,1.6996,3.39376,1.19006,0.000868715,0.000868715,0.000868715,0.000434358,0.00173743
14,36.8442,1.84764,2.86094,1.19992,0.48785,0.29433,0.17034,0.07607,1.65825,3.25843,1.14641,0.00093051,0.00093051,0.00093051,0.000465255,0.00186102
15,39.5927,1.79513,2.86284,1.19805,0.48121,0.28913,0.18691,0.08238,1.64856,3.14058,1.1521,0.000952889,0.000952889,0.000952889,0.000476445,0.00190578
16,42.0252,1.81254,2.73697,1.17205,0.25025,0.36492,0.19816,0.07871,1.69248,3.06131,1.18361,0.000946048,0.000946048,0.000946048,0.000473024,0.0018921
17,44.4716,1.75086,2.75586,1.16901,0.23144,0.4268,0.21301,0.09188,1.67963,2.97041,1.18486,0.000938772,0.000938772,0.000938772,0.000469386,0.00187754
18,46.9139,1.78468,2.59982,1.20196,0.25863,0.47494,0.25281,0.12119,1.61881,2.8599,1.16291,0.000931067,0.000931067,0.000931067,0.000465534,0.00186213
19,49.4979,1.81118,2.55933,1.18411,0.28575,0.47634,0.2992,0.16445,1.53691,2.75412,1.12376,0.000922942,0.000922942,0.000922942,0.000461471,0.00184588
20,52.2588,1.70473,2.46384,1.15422,0.30904,0.49143,0.32172,0.1704,1.52587,2.62505,1.10661,0.000914405,0.000914405,0.000914405,0.000457202,0.00182881
21,54.8679,1.85763,2.48852,1.15731,0.28147,0.45684,0.31583,0.14602,1.59896,2.59252,1.12091,0.000905463,0.000905463,0.000905463,0.000452732,0.00181093
