epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
1,3.34845,1.98118,3.78328,2.02325,0.00451,0.35413,0.00867,0.00355,2.24771,4.26952,2.20659,6e-05,6e-05,6e-05,3e-05,0.00012
2,5.88296,1.94207,3.70734,2.02188,0.00757,0.37541,0.01269,0.00567,2.26192,4.30735,2.20285,0.000129968,0.000129968,0.000129968,6.49841e-05,0.000259936
3,8.63738,1.85666,3.74765,1.87063,0.0257,0.41975,0.06458,0.02574,2.30707,4.34841,2.24386,0.000199805,0.000199805,0.000199805,9.99023e-05,0.000399609
4,11.2354,1.80787,3.7357,1.87909,0.01259,0.48925,0.07053,0.02968,2.43841,4.36788,2.33245,0.000269407,0.000269407,0.000269407,0.000134703,0.000538814
5,13.7895,1.72265,3.48441,1.78552,0.011,0.54594,0.10409,0.04368,2.43514,4.38634,2.2892,0.000338673,0.000338673,0.000338673,0.000169336,0.000677346
6,16.3237,1.51819,3.40437,1.60289,0.00871,0.60898,0.08442,0.0329,2.41974,4.39913,2.32485,0.000407501,0.000407501,0.000407501,0.000203751,0.000815003
7,19.0738,1.66544,3.33939,1.6829,0.0081,0.76885,0.09648,0.03729,2.27006,4.24381,2.27502,0.000475791,0.000475791,0.000475791,0.000237896,0.000951583
8,21.5982,1.57066,3.21598,1.65695,0.00662,0.7999,0.11665,0.03637,2.19345,4.13635,2.35391,0.000543443,0.000543443,0.000543443,0.000271722,0.00108689
9,24.1356,1.67979,3.03762,1.73446,0.95078,0.02286,0.10848,0.0331,2.28632,4.02719,2.48999,0.000610358,0.000610358,0.000610358,0.000305179,0.00122072
10,26.8433,1.69843,2.98008,1.72676,0.60168,0.0705,0.11944,0.04359,2.3844,3.92886,2.5469,0.000676438,0.000676438,0.000676438,0.000338219,0.00135288
11,29.3409,1.78521,2.80643,1.77909,0.25387,0.12708,0.10034,0.03636,2.63555,4.11869,2.86933,0.000741587,0.000741587,0.000741587,0.000370794,0.00148317
12,31.7857,1.74092,2.81644,1.75369,0.19944,0.14898,0.08714,0.02974,2.76947,4.29684,2.9247,0.000805711,0.000805711,0.000805711,0.000402855,0.00161142
13,34.3311,1.77343,2.77082,1.76326,0.12181,0.17534,0.10128,0.03498,2.61228,4.14479,2.71492,0.000868715,0.000868715,0.000868715,0.000434358,0.00173743
14,36.7672,1.66568,2.5856,1.67486,0.17519,0.21969,0.14163,0.04996,2.27491,3.74071,2.39621,0.00093051,0.00093051,0.00093051,0.000465255,0.00186102
15,39.1742,1.77568,2.71418,1.84297,0.4763,0.14192,0.11561,0.04095,2.3919,3.81836,2.55138,0.000952889,0.000952889,0.000952889,0.000476445,0.00190578
16,41.5441,1.80421,2.69742,1.85136,0.3509,0.21262,0.11871,0.04468,2.4567,3.86261,2.60147,0.000946048,0.000946048,0.000946048,0.000473024,0.0018921
17,44.1058,1.68355,2.65098,1.72505,0.13238,0.1797,0.12612,0.04731,2.49392,3.82658,2.65872,0.000938772,0.000938772,0.000938772,0.000469386,0.00187754
18,46.492,1.80291,2.6965,1.88678,0.26453,0.26344,0.19446,0.07694,2.29504,3.6007,2.48524,0.000931067,0.000931067,0.000931067,0.000465534,0.00186213
19,48.8716,1.7035,2.6052,1.75555,0.19928,0.26622,0.16318,0.06673,2.29437,3.64403,2.43884,0.000922942,0.000922942,0.000922942,0.000461471,0.00184588
20,51.2648,1.5807,2.43229,1.64411,0.13053,0.29027,0.14083,0.05752,2.36202,3.82743,2.4874,0.000914405,0.000914405,0.000914405,0.000457202,0.00182881
21,53.9073,1.72038,2.44279,1.71221,0.36161,0.25281,0.17238,0.07115,2.16325,3.99743,2.3405,0.000905463,0.000905463,0.000905463,0.000452732,0.00181093
22,56.3787,1.7456,2.41481,1.72268,0.17324,0.30107,0.20317,0.07788,2.11683,4.28172,2.24856,0.000896127,0.000896127,0.000896127,0.000448063,0.00179225
23,58.8651,1.68809,2.39074,1.73073,0.15498,0.29633,0.1597,0.05208,2.35332,3.99712,2.37295,0.000886404,0.000886404,0.000886404,0.000443202,0.00177281
24,61.3509,1.72108,2.3573,1.78464,0.3812,0.22736,0.15723,0.0557,2.35882,3.91226,2.37385,0.000876305,0.000876305,0.000876305,0.000438152,0.00175261
25,63.9821,1.57859,2.28442,1.64597,0.32437,0.25652,0.1532,0.05462,2.40918,3.82005,2.47432,0.000865839,0.000865839,0.000865839,0.00043292,0.00173168
26,66.5026,1.59262,2.21774,1.6874,0.35159,0.29456,0.1919,0.07135,2.33493,3.78442,2.4175,0.000855018,0.000855018,0.000855018,0.000427509,0.00171004
27,69.0533,1.61947,2.32311,1.80817,0.38969,0.23555,0.1789,0.06664,2.32063,4.01651,2.41854,0.000843851,0.000843851,0.000843851,0.000421925,0.0016877
28,71.7163,1.71049,2.33792,1.78857,0.3546,0.32905,0.18836,0.06786,2.34053,4.2072,2.43772,0.000832349,0.000832349,0.000832349,0.000416175,0.0016647
29,74.1182,1.64181,2.21198,1.67412,0.39354,0.35229,0.21398,0.08004,2.35686,4.09776,2.42794,0.000820525,0.000820525,0.000820525,0.000410262,0.00164105
30,76.4998,1.65533,2.28209,1.81472,0.46455,0.27855,0.22614,0.0869,2.33222,4.01997,2.45538,0.000808389,0.000808389,0.000808389,0.000404194,0.00161678
31,79.1406,1.55926,2.11144,1.6596,0.59559,0.20444,0.19982,0.07798,2.33757,3.97417,2.51615,0.000795954,0.000795954,0.000795954,0.000397977,0.00159191
32,81.5992,1.58917,2.11422,1.65286,0.55857,0.21114,0.16125,0.06049,2.40073,4.0277,2.67181,0.000783231,0.000783231,0.000783231,0.000391616,0.00156646
33,84.0802,1.49154,2.13035,1.61798,0.36133,0.22205,0.16705,0.05905,2.43055,3.95843,2.68227,0.000770234,0.000770234,0.000770234,0.000385117,0.00154047
34,86.5387,1.58266,2.19117,1.67783,0.21756,0.28694,0.19061,0.06317,2.36647,3.71199,2.61242,0.000756976,0.000756976,0.000756976,0.000378488,0.00151395
35,89.1697,1.62307,2.18024,1.69865,0.23117,0.41769,0.26803,0.10056,2.21395,3.37561,2.43653,0.000743468,0.000743468,0.000743468,0.000371734,0.00148694
36,91.6565,1.56919,2.12822,1.64469,0.49541,0.40854,0.35161,0.13885,2.07657,3.20406,2.28826,0.000729725,0.000729725,0.000729725,0.000364863,0.00145945
37,94.1457,1.51737,2.03487,1.59579,0.52258,0.43613,0.38359,0.15043,2.06274,3.05823,2.25399,0.000715761,0.000715761,0.000715761,0.00035788,0.00143152
38,96.6296,1.51043,1.96427,1.62453,0.56681,0.3964,0.38612,0.16329,2.00734,3.01344,2.19626,0.000701588,0.000701588,0.000701588,0.000350794,0.00140318
39,99.2432,1.42417,1.9521,1.53851,0.63034,0.36586,0.38788,0.15794,2.00018,2.9458,2.16015,0.000687222,0.000687222,0.000687222,0.000343611,0.00137444
40,101.697,1.57971,2.08816,1.61923,0.32223,0.45395,0.36532,0.14902,2.03297,3.00721,2.17381,0.000672675,0.000672675,0.000672675,0.000336338,0.00134535
41,104.18,1.38575,1.90853,1.50414,0.52027,0.42204,0.35951,0.1418,2.08935,3.05237,2.214,0.000657963,0.000657963,0.000657963,0.000328982,0.00131593
42,106.813,1.49187,1.90352,1.61222,0.49415,0.36361,0.33944,0.13579,2.13257,3.08983,2.25523,0.000643101,0.000643101,0.000643101,0.00032155,0.0012862
43,109.32,1.41205,1.90842,1.54131,0.35022,0.39669,0.34455,0.13335,2.16523,3.10874,2.25034,0.000628101,0.000628101,0.000628101,0.000314051,0.0012562
44,111.792,1.48102,1.84191,1.54517,0.54412,0.37142,0.35375,0.1363,2.20308,3.04757,2.26627,0.000612981,0.000612981,0.000612981,0.00030649,0.00122596
45,114.219,1.37024,1.81527,1.50363,0.55251,0.39268,0.37548,0.14389,2.21176,3.01021,2.22749,0.000597754,0.000597754,0.000597754,0.000298877,0.00119551
46,116.794,1.48417,1.87957,1.56961,0.38243,0.46787,0.3839,0.15202,2.19657,2.93617,2.18784,0.000582435,0.000582435,0.000582435,0.000291218,0.00116487
47,119.233,1.49827,1.99835,1.61802,0.38545,0.51524,0.4086,0.16519,2.11709,2.9362,2.14418,0.00056704,0.00056704,0.00056704,0.00028352,0.00113408
48,121.662,1.44027,1.86845,1.49428,0.36228,0.52917,0.42787,0.17639,2.03913,2.96314,2.08821,0.000551584,0.000551584,0.000551584,0.000275792,0.00110317
49,124.045,1.44115,1.85751,1.51109,0.56583,0.44249,0.44826,0.18227,2.05368,2.9237,2.10422,0.000536081,0.000536081,0.000536081,0.000268041,0.00107216
50,126.673,1.41405,1.81547,1.57513,0.63092,0.43674,0.46249,0.18615,2.01557,2.86515,2.08189,0.000520548,0.000520548,0.000520548,0.000260274,0.0010411
51,129.138,1.39013,1.83984,1.5392,0.56109,0.51686,0.47581,0.20181,1.97651,2.75028,2.0734,0.000505,0.000505,0.000505,0.0002525,0.00101
52,131.594,1.40457,1.76722,1.55602,0.65227,0.42428,0.48872,0.21187,1.96106,2.62524,2.05428,0.000489452,0.000489452,0.000489452,0.000244726,0.000978903
53,134.071,1.37472,1.69207,1.53319,0.41878,0.50231,0.49796,0.21572,1.96606,2.51457,2.04957,0.000473919,0.000473919,0.000473919,0.000236959,0.000947837
54,136.692,1.42491,1.93914,1.5556,0.58712,0.47052,0.47745,0.2097,1.9895,2.52218,2.06304,0.000458416,0.000458416,0.000458416,0.000229208,0.000916833
55,139.162,1.23947,1.60652,1.41464,0.61824,0.448,0.48216,0.21068,2.00849,2.55555,2.0841,0.00044296,0.00044296,0.00044296,0.00022148,0.00088592
56,141.642,1.25204,1.62573,1.40265,0.62373,0.46877,0.49068,0.21487,2.029,2.60269,2.09425,0.000427565,0.000427565,0.000427565,0.000213782,0.00085513
57,144.253,1.32667,1.65182,1.4683,0.63626,0.46165,0.52096,0.22077,2.04436,2.56828,2.10604,0.000412246,0.000412246,0.000412246,0.000206123,0.000824492
58,146.812,1.32438,1.60174,1.50735,0.6273,0.47891,0.51091,0.2097,2.06013,2.55933,2.10357,0.000397019,0.000397019,0.000397019,0.00019851,0.000794038
59,149.386,1.25929,1.6046,1.43196,0.62701,0.48299,0.51952,0.21625,2.03564,2.53046,2.0735,0.000381899,0.000381899,0.000381899,0.000190949,0.000763797
60,152.155,1.33389,1.55743,1.46685,0.53431,0.47249,0.49721,0.21113,2.03603,2.52817,2.06666,0.000366899,0.000366899,0.000366899,0.00018345,0.000733799
